dateutc,tempinf,humidityin,baromrelin,baromabsin,tempf,battout,humidity,winddir,windspeedmph,windgustmph,maxdailygust,hourlyrainin,eventrainin,dailyrainin,weeklyrainin,monthlyrainin,totalrainin,solarradiation,uv,batt_co2,feelsLike,dewPoint,feelsLikein,dewPointin,lastRain,loc,date
1618969200000,71.4,50,30.169,30.042,70.9,1,34,197,1.3,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,671.01,6,1,69.29,41.12,70.6,51.8,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:40:00.000Z
1618968900000,71.4,50,30.175,30.048,70.9,1,35,223,1.8,3.4,9.2,0.0,0.0,0.0,0.469,3.339,3.339,326.64,3,1,69.34,41.87,70.6,51.8,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:35:00.000Z
1618968660000,71.2,50,30.18,30.053,69.6,1,36,210,0.9,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,94.56,0,1,67.95,41.46,70.4,51.6,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:31:00.000Z
1618968300000,71.1,50,30.18,30.053,69.4,1,36,189,1.8,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,92.36,0,1,67.73,41.28,70.3,51.5,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:25:00.000Z
1618968000000,70.9,51,30.177,30.05,69.4,1,37,50,0.9,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,90.16,0,1,67.78,41.99,70.1,51.9,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:20:00.000Z
1618967700000,70.7,51,30.186,30.059,68.7,1,37,341,1.6,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,89.79,0,1,67.01,41.37,69.9,51.7,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:15:00.000Z
1618967460000,70.7,51,30.183,30.056,68.4,1,37,172,0.2,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,89.31,0,1,66.68,41.1,69.9,51.7,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:11:00.000Z
1618967100000,70.5,51,30.186,30.059,68.5,1,36,176,1.8,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,88.82,0,1,66.74,40.48,69.6,51.5,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:05:00.000Z
1618966800000,70.5,51,30.18,30.053,68.7,1,37,86,1.8,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,85.39,0,1,67.01,41.37,69.6,51.5,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T01:00:00.000Z
1618966500000,70.5,50,30.183,30.056,68.5,1,38,246,0.7,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,85.39,0,1,66.84,41.88,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:55:00.000Z
1618966260000,70.5,50,30.18,30.053,68.4,1,40,187,0.7,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,85.02,0,1,66.82,43.13,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:51:00.000Z
1618965900000,70.5,50,30.186,30.059,68.9,1,39,187,0.9,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,82.33,0,1,67.32,42.91,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:45:00.000Z
1618965600000,70.5,50,30.183,30.056,67.8,1,39,183,0.7,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,81.1,0,1,67.8,41.93,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:40:00.000Z
1618965300000,70.5,50,30.189,30.062,68.0,1,36,204,0.7,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,80.25,0,1,68.0,40.04,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:35:00.000Z
1618965060000,70.5,50,30.192,30.065,68.0,1,36,197,0.7,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,78.05,0,1,68.0,40.04,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:31:00.000Z
1618964700000,70.5,50,30.186,30.059,68.4,1,41,232,1.1,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,78.05,0,1,66.87,43.77,69.6,51.0,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:25:00.000Z
1618964400000,70.5,49,30.183,30.056,67.6,1,44,207,0.2,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,78.05,0,1,67.6,44.9,69.6,50.4,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:20:00.000Z
1618964100000,70.5,49,30.192,30.065,67.5,1,42,224,1.1,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,76.7,0,1,67.5,43.59,69.6,50.4,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:15:00.000Z
1618963860000,70.7,49,30.189,30.062,67.6,1,37,208,1.3,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,76.7,0,1,67.6,40.39,69.8,50.6,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:11:00.000Z
1618963500000,70.5,49,30.186,30.059,67.8,1,30,208,0.9,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,74.99,0,1,67.8,35.23,69.6,50.4,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:05:00.000Z
1618963200000,70.5,49,30.186,30.059,68.4,1,26,90,0.2,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,71.56,0,1,66.16,32.17,69.6,50.4,2021-04-17T15:50:00.000Z,5d44ea8790dba3bf7042b98cf30e2dbb|9e464b13af3a3594c785f532ad6b3e65-1618963200000.json,2021-04-21T00:00:00.000Z
1618962900000,70.7,50,30.186,30.059,68.2,1,21,58,1.6,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,70.71,0,1,65.71,26.78,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:55:00.000Z
1618962660000,70.5,50,30.192,30.065,68.0,1,22,44,1.8,3.4,9.2,0.0,0.0,0.0,0.469,3.339,3.339,68.87,0,1,68.0,27.74,69.6,51.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:51:00.000Z
1618962300000,70.7,50,30.189,30.062,67.5,1,21,47,1.1,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,67.65,0,1,67.5,26.2,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:45:00.000Z
1618962000000,70.7,50,30.192,30.065,67.5,1,22,217,0.2,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,66.8,0,1,67.5,27.32,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:40:00.000Z
1618961700000,70.7,50,30.186,30.059,67.3,1,24,189,0.9,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,65.45,0,1,67.3,29.27,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:35:00.000Z
1618961460000,70.7,50,30.189,30.062,67.1,1,22,226,0.7,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,64.96,0,1,67.1,26.99,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:31:00.000Z
1618961100000,70.7,50,30.183,30.056,66.9,1,24,268,3.4,5.8,9.2,0.0,0.0,0.0,0.469,3.339,3.339,64.1,0,1,66.9,28.93,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:25:00.000Z
1618960800000,70.7,50,30.189,30.062,66.9,1,25,346,0.9,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,63.24,0,1,66.9,29.93,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:20:00.000Z
1618960500000,70.7,51,30.186,30.059,67.3,1,25,322,0.4,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,62.39,0,1,67.3,30.27,69.9,51.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:15:00.000Z
1618960260000,70.7,51,30.186,30.059,67.5,1,23,63,0.4,1.1,9.2,0.0,0.0,0.0,0.469,3.339,3.339,62.88,0,1,67.5,28.4,69.9,51.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:11:00.000Z
1618959900000,70.9,51,30.186,30.059,67.3,1,21,46,4.0,5.8,9.2,0.0,0.0,0.0,0.469,3.339,3.339,62.02,0,1,67.3,26.03,70.1,51.9,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:05:00.000Z
1618959600000,70.9,51,30.186,30.059,67.1,1,22,31,2.0,2.2,9.2,0.0,0.0,0.0,0.469,3.339,3.339,60.19,0,1,67.1,26.99,70.1,51.9,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T23:00:00.000Z
1618959300000,70.9,52,30.183,30.056,66.9,1,24,54,1.3,2.2,8.1,0.0,0.0,0.0,0.469,3.339,3.339,59.33,0,1,66.9,28.93,70.1,52.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:55:00.000Z
1618959000000,70.9,52,30.189,30.062,66.6,1,24,350,3.4,5.8,8.1,0.0,0.0,0.0,0.469,3.339,3.339,58.48,0,1,66.6,28.68,70.1,52.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:50:00.000Z
1618958700000,70.9,52,30.183,30.056,66.2,1,27,195,0.2,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,58.11,0,1,66.2,31.23,70.1,52.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:45:00.000Z
1618958400000,70.9,52,30.189,30.062,65.8,1,26,312,0.9,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,56.27,0,1,65.8,29.96,70.1,52.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:40:00.000Z
1618958100000,70.7,52,30.186,30.059,65.5,1,28,4,2.9,4.5,8.1,0.0,0.0,0.0,0.469,3.339,3.339,55.9,0,1,65.5,31.53,69.9,52.2,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:35:00.000Z
1618957800000,70.7,50,30.186,30.059,65.1,1,29,17,0.9,2.2,8.1,0.0,0.0,0.0,0.469,3.339,3.339,54.56,0,1,65.1,32.06,69.8,51.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:30:00.000Z
1618957500000,70.5,50,30.183,30.056,64.9,1,29,312,4.5,5.8,8.1,0.0,0.0,0.0,0.469,3.339,3.339,53.7,0,1,64.9,31.88,69.6,51.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:25:00.000Z
1618957200000,70.3,50,30.189,30.062,64.6,1,29,51,2.7,3.4,8.1,0.0,0.0,0.0,0.469,3.339,3.339,52.85,0,1,64.6,31.62,69.4,50.8,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:20:00.000Z
1618956900000,70.2,50,30.18,30.053,64.4,1,31,65,0.2,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,52.85,0,1,64.4,33.11,69.3,50.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:15:00.000Z
1618956600000,70.0,50,30.186,30.059,64.0,1,30,258,0.7,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,52.48,0,1,64.0,31.95,69.0,50.5,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:10:00.000Z
1618956300000,70.0,51,30.172,30.045,63.9,1,31,332,2.2,3.4,8.1,0.0,0.0,0.0,0.469,3.339,3.339,51.14,0,1,63.9,32.67,69.1,51.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:05:00.000Z
1618956000000,69.8,51,30.177,30.05,63.7,1,31,182,1.3,2.2,8.1,0.0,0.0,0.0,0.469,3.339,3.339,50.28,0,1,63.7,32.5,68.9,50.8,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T22:00:00.000Z
1618955700000,69.8,51,30.183,30.056,63.3,1,30,172,1.1,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,49.42,0,1,63.3,31.34,68.9,50.8,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:55:00.000Z
1618955400000,69.6,51,30.175,30.048,63.1,1,31,87,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,48.56,0,1,63.1,31.98,68.7,50.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:50:00.000Z
1618955100000,69.6,51,30.172,30.045,62.4,1,32,159,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,46.36,0,1,62.4,32.15,68.7,50.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:45:00.000Z
1618954800000,69.6,51,30.172,30.045,62.2,1,31,34,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,46.36,0,1,62.2,31.19,68.7,50.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:40:00.000Z
1618954500000,69.4,51,30.172,30.045,61.0,1,33,36,0.9,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,44.65,0,1,61.0,31.69,68.4,50.5,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:35:00.000Z
1618954200000,69.3,51,30.172,30.045,61.3,1,39,203,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,41.59,0,1,61.3,36.13,68.3,50.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:30:00.000Z
1618953900000,69.3,51,30.169,30.042,61.7,1,34,208,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,41.59,0,1,61.7,33.05,68.3,50.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:25:00.000Z
1618953600000,69.3,51,30.166,30.039,61.9,1,32,275,0.7,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,39.39,0,1,61.9,31.72,68.3,50.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:20:00.000Z
1618953300000,69.1,51,30.166,30.039,61.5,1,33,215,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,38.17,0,1,61.5,32.13,68.1,50.2,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:15:00.000Z
1618953000000,68.9,50,30.16,30.033,61.3,1,33,197,0.0,0.0,8.1,0.0,0.0,0.0,0.469,3.339,3.339,36.33,0,1,61.3,31.96,67.8,49.5,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:10:00.000Z
1618952700000,68.7,49,30.148,30.021,61.2,1,33,212,0.2,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,34.25,0,1,61.2,31.87,67.6,48.8,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:05:00.000Z
1618952400000,68.5,49,30.154,30.027,61.2,1,35,329,1.1,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,32.05,0,1,61.2,33.33,67.4,48.6,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T21:00:00.000Z
1618952100000,68.4,50,30.148,30.021,61.2,1,34,56,0.9,1.1,8.1,0.0,0.0,0.0,0.469,3.339,3.339,29.85,0,1,61.2,32.61,67.3,49.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:55:00.000Z
1618951800000,68.4,50,30.148,30.021,61.3,1,34,43,1.8,3.4,8.1,0.0,0.0,0.0,0.469,3.339,3.339,26.79,0,1,61.3,32.7,67.3,49.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:50:00.000Z
1618951500000,68.4,49,30.145,30.018,61.2,1,34,252,2.9,4.5,8.1,0.0,0.0,0.0,0.469,3.339,3.339,24.22,0,1,61.2,32.61,67.2,48.5,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:45:00.000Z
1618951200000,68.4,49,30.145,30.018,61.3,1,34,359,3.4,3.4,8.1,0.0,0.0,0.0,0.469,3.339,3.339,21.65,0,1,61.3,32.7,67.2,48.5,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:40:00.000Z
1618950900000,68.4,50,30.145,30.018,61.2,1,34,47,1.3,2.2,8.1,0.0,0.0,0.0,0.469,3.339,3.339,18.6,0,1,61.2,32.61,67.3,49.0,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:35:00.000Z
1618950600000,68.0,50,30.139,30.012,61.2,1,34,328,1.8,3.4,8.1,0.0,0.0,0.0,0.469,3.339,3.339,16.02,0,1,61.2,32.61,68.0,48.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:30:00.000Z
1618950300000,68.0,50,30.13,30.003,60.8,1,35,224,1.3,2.2,6.9,0.0,0.0,0.0,0.469,3.339,3.339,12.48,0,1,60.8,32.98,68.0,48.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:25:00.000Z
1618950000000,68.0,50,30.13,30.003,60.6,1,35,251,0.2,1.1,5.8,0.0,0.0,0.0,0.469,3.339,3.339,9.91,0,1,60.6,32.8,68.0,48.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:20:00.000Z
1618949700000,68.0,50,30.133,30.006,60.8,1,35,359,0.2,1.1,5.8,0.0,0.0,0.0,0.469,3.339,3.339,6.85,0,1,60.8,32.98,68.0,48.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:15:00.000Z
1618949400000,68.0,50,30.127,30.0,61.0,1,35,350,3.4,4.5,5.8,0.0,0.0,0.0,0.469,3.339,3.339,4.77,0,1,61.0,33.15,68.0,48.7,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:10:00.000Z
1618949100000,68.0,51,30.127,30.0,60.6,1,35,222,1.3,2.2,5.8,0.0,0.0,0.0,0.469,3.339,3.339,2.08,0,1,60.6,32.8,68.0,49.2,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:05:00.000Z
1618948800000,68.0,51,30.124,29.997,60.4,1,36,36,1.8,2.2,5.8,0.0,0.0,0.0,0.469,3.339,3.339,0.36,0,1,60.4,33.33,68.0,49.2,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T20:00:00.000Z
1618948500000,68.0,51,30.127,30.0,60.3,1,37,42,2.2,3.4,5.8,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,60.3,33.92,68.0,49.2,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:55:00.000Z
1618948200000,68.2,51,30.127,30.0,60.1,1,38,167,0.0,0.0,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,60.1,34.41,67.1,49.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:50:00.000Z
1618947900000,68.2,51,30.121,29.994,59.9,1,38,68,0.9,2.2,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,59.9,34.23,67.1,49.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:45:00.000Z
1618947600000,68.2,51,30.124,29.997,59.9,1,38,9,1.8,2.2,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,59.9,34.23,67.1,49.4,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:40:00.000Z
1618947300000,68.2,52,30.121,29.994,59.7,1,39,204,0.2,1.1,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,59.7,34.7,67.2,49.9,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:35:00.000Z
1618947000000,68.2,52,30.124,29.997,59.2,1,42,110,0.0,0.0,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,59.2,36.12,67.2,49.9,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:30:00.000Z
1618946700000,68.4,52,30.124,29.997,57.4,1,43,39,0.4,1.1,4.5,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,57.4,35.09,67.4,50.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:25:00.000Z
1618946400000,68.4,52,30.118,29.991,55.8,1,52,162,0.0,0.0,1.1,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,55.8,38.44,67.4,50.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:20:00.000Z
1618946100000,68.4,52,30.124,29.997,55.4,1,56,148,0.0,0.0,1.1,0.0,0.0,0.0,0.469,3.339,3.339,0.0,0,1,55.4,39.97,67.4,50.1,2021-04-17T15:50:00.000Z,7ec6efd7ad7b81019df679d65686656a|9e464b13af3a3594c785f532ad6b3e65-1618876800000.json,2021-04-20T19:15:00.000Z
